Temperature   	Mass18	Mass51	Mass67	Mass28
8.7019E+2	9.5388E-11	5.9361E-12	7.6504E-12	7.4170E-11
8.7060E+2	7.2996E-11	2.6199E-12	4.2269E-12	4.6495E-11
8.7066E+2	1.3520E-10	7.6479E-12	2.7055E-12	1.1227E-10
8.7075E+2	1.3972E-10	1.0053E-11	2.3116E-12	3.3348E-11
8.7117E+2	4.9734E-11	2.5977E-12	5.8902E-12	8.5079E-11
8.7138E+2	1.2663E-10	1.8639E-12	1.0036E-11	5.6069E-11
8.7142E+2	1.2536E-10	4.8729E-12	2.9267E-12	2.8852E-11
8.7169E+2	1.1785E-10	3.1222E-12	1.2485E-12	1.0883E-10
8.7206E+2	1.2610E-10	2.6184E-12	5.5638E-12	6.0315E-11
8.7203E+2	1.2005E-10	1.0674E-11	3.1999E-12	1.2375E-10
8.7242E+2	1.0083E-10	6.5330E-12	2.3484E-12	7.3731E-11
8.7260E+2	1.0685E-10	9.5161E-12	1.8557E-12	6.3479E-11
8.7269E+2	9.5348E-11	3.6777E-12	1.7313E-12	6.2037E-11
8.7295E+2	1.2809E-10	3.1853E-12	1.9759E-12	1.1537E-10
8.7331E+2	1.1211E-10	7.9572E-12	3.5552E-12	1.1216E-10
8.7335E+2	1.4430E-10	5.9094E-12	7.5715E-12	5.8045E-11
8.7353E+2	9.2683E-11	2.5585E-12	1.0692E-11	7.3175E-11
8.7398E+2	9.2890E-11	6.2035E-12	2.0586E-12	4.1862E-11
8.7406E+2	1.5286E-10	2.1067E-12	1.2485E-12	6.9911E-11
8.7428E+2	1.0052E-10	1.8239E-12	1.4245E-12	7.1514E-11
8.7462E+2	1.6395E-10	2.8271E-12	2.0171E-12	4.9456E-11
8.7458E+2	1.0343E-10	3.5348E-12	1.6944E-12	7.5755E-11
8.7484E+2	6.0590E-11	3.2715E-12	1.5889E-12	6.8156E-11
8.7524E+2	1.5978E-10	2.5097E-12	9.2430E-12	1.0723E-10
8.7545E+2	1.4051E-10	4.7149E-12	7.5028E-12	5.8739E-11
8.7569E+2	2.0530E-10	4.4464E-12	6.6514E-12	8.3493E-11
8.7584E+2	1.5273E-10	4.6924E-12	2.5173E-12	7.0383E-11
8.7602E+2	1.0481E-10	8.6139E-12	2.6851E-12	8.5700E-11
8.7609E+2	1.4713E-10	7.8140E-12	7.8446E-12	2.4995E-11
8.7639E+2	1.6523E-10	2.1471E-12	1.9349E-12	9.9042E-11
8.7677E+2	1.2121E-10	1.3029E-11	5.6627E-12	7.8244E-11
8.7697E+2	1.3093E-10	2.9396E-12	2.0790E-12	6.9150E-11
8.7732E+2	1.1427E-10	1.8446E-12	9.3187E-12	1.1771E-10
8.7735E+2	1.3581E-10	8.6633E-12	6.8303E-12	1.0873E-10
8.7761E+2	1.3666E-10	6.9116E-12	5.6350E-12	1.0251E-10
8.7775E+2	1.5252E-10	2.6687E-12	6.9774E-12	1.3698E-10
8.7773E+2	1.1208E-10	2.8703E-12	2.8967E-12	8.0181E-11
8.7796E+2	1.1469E-10	4.0482E-12	7.8385E-12	1.1929E-10
8.7832E+2	9.1648E-11	8.2872E-12	2.6886E-12	1.2493E-10
8.7851E+2	1.2051E-10	2.9013E-12	6.8594E-12	8.5870E-11
8.7870E+2	1.7309E-10	3.4451E-12	2.3484E-12	5.5343E-11
8.7902E+2	1.0252E-10	7.2774E-12	5.8242E-12	4.6916E-11
8.7913E+2	1.3343E-10	1.9062E-12	2.0171E-12	5.2928E-11
8.7939E+2	6.3725E-11	2.9758E-12	7.0556E-12	9.6444E-11
8.7937E+2	1.0959E-10	2.8271E-12	2.3905E-12	8.2279E-11
8.7986E+2	7.7085E-11	5.1688E-12	2.2657E-12	6.2961E-11
8.7999E+2	1.1176E-10	4.6178E-12	7.6850E-12	7.1191E-11
8.8006E+2	1.3769E-10	6.6693E-12	1.8142E-12	5.2972E-11
8.8056E+2	1.4576E-10	4.8807E-12	5.0731E-12	7.5656E-11
8.8071E+2	1.5252E-10	4.9933E-12	6.4828E-12	6.4854E-11
8.8083E+2	1.6677E-10	7.2833E-12	2.1836E-12	1.3230E-10
8.8106E+2	1.1567E-10	4.3596E-12	2.1407E-12	9.5146E-11
8.8140E+2	1.4347E-10	8.0603E-12	5.1733E-12	6.2811E-11
8.8139E+2	8.6114E-11	2.1061E-12	2.6421E-12	5.0215E-11
8.8176E+2	8.9441E-11	6.3338E-12	7.2492E-12	7.6646E-11
8.8205E+2	9.9564E-11	2.9966E-12	3.6004E-12	1.0425E-10
8.8212E+2	1.2863E-10	2.3919E-12	9.8093E-12	5.1752E-11
8.8239E+2	1.1766E-10	7.1901E-12	2.6845E-12	6.7650E-11
8.8271E+2	1.0009E-10	7.7582E-12	2.5173E-12	7.6646E-11
8.8283E+2	5.9280E-11	3.9453E-12	1.7313E-12	7.9418E-11
8.8301E+2	1.8085E-10	3.9710E-12	6.3991E-12	9.3907E-11
8.8327E+2	8.8791E-11	6.9677E-12	4.6385E-12	7.2586E-11
8.8350E+2	1.4395E-10	1.8048E-12	2.3102E-12	6.6919E-11
8.8364E+2	1.0118E-10	6.4696E-12	2.7272E-12	1.2206E-10
8.8398E+2	8.9228E-11	2.6626E-12	2.5813E-12	7.5755E-11
8.8412E+2	9.1224E-11	2.4744E-12	4.2570E-12	5.0096E-11
8.8438E+2	1.1570E-10	7.3099E-12	1.9808E-12	1.0695E-10
8.8466E+2	1.1716E-10	4.4686E-12	1.4389E-12	9.0149E-11
8.8482E+2	2.0186E-10	8.7847E-12	4.8454E-12	4.3520E-11
8.8489E+2	1.2103E-10	7.8500E-12	5.9360E-13	2.9594E-11
8.8515E+2	9.6526E-11	1.0327E-11	1.7105E-12	5.2158E-11
8.8557E+2	8.8517E-11	2.5156E-12	2.1497E-12	8.7766E-11
8.8557E+2	9.6195E-11	2.9314E-12	7.5849E-12	6.3479E-11
8.8579E+2	8.9556E-11	2.1263E-12	2.0790E-12	4.6118E-11
8.8629E+2	1.4797E-10	2.6006E-12	2.0176E-12	1.3160E-10
8.8627E+2	9.6804E-11	6.5128E-12	9.9894E-12	4.6261E-11
8.8647E+2	9.2816E-11	2.1061E-12	6.9745E-12	5.7503E-11
8.8692E+2	1.0786E-10	2.6807E-12	6.9537E-12	6.5509E-11
8.8692E+2	9.8749E-11	6.1010E-12	7.7295E-12	1.1915E-10
8.8711E+2	1.2906E-10	6.4060E-12	6.9351E-12	8.2109E-11
8.8747E+2	1.6567E-10	5.0316E-12	1.9347E-12	7.9140E-11
8.8769E+2	1.0009E-10	7.3423E-12	5.5412E-12	5.2824E-11
8.8785E+2	1.1306E-10	2.8493E-12	2.6845E-12	6.6488E-11
8.8815E+2	9.8518E-11	3.3358E-12	2.1407E-12	7.5780E-11
8.8838E+2	1.3051E-10	3.0158E-12	6.9672E-12	1.0535E-10
8.8858E+2	1.1490E-10	6.5604E-12	2.3905E-12	1.0693E-10
8.8873E+2	1.2955E-10	5.4963E-12	9.5219E-12	3.7859E-11
8.8916E+2	1.3155E-10	7.6227E-12	1.8122E-12	4.8677E-11
8.8934E+2	1.3009E-10	6.1988E-12	2.5787E-12	6.5330E-11
8.8937E+2	1.4023E-10	7.3199E-12	5.3708E-12	6.8812E-11
8.8966E+2	1.3050E-10	3.8667E-12	6.9827E-12	8.5160E-11
8.8989E+2	9.9137E-11	8.9273E-12	9.7608E-12	1.3232E-10
8.9015E+2	1.3463E-10	2.4992E-12	1.9370E-12	9.1739E-11
8.9017E+2	1.1490E-10	5.2185E-12	2.5366E-12	5.5392E-11
8.9051E+2	8.8556E-11	2.0658E-12	2.3306E-12	1.1633E-10
8.9084E+2	7.1825E-11	8.7822E-12	2.9343E-12	7.3629E-11
8.9084E+2	1.1016E-10	5.4534E-12	7.3896E-12	5.1457E-11
8.9113E+2	1.9404E-10	2.5994E-12	6.8369E-12	1.4300E-10
8.9150E+2	1.5273E-10	4.0923E-12	1.9162E-12	9.6087E-11
8.9165E+2	1.3495E-10	8.7903E-12	6.3638E-12	7.2001E-11
8.9177E+2	1.7206E-10	2.1431E-12	2.2286E-12	9.9589E-11
8.9197E+2	9.8299E-11	5.0333E-12	6.5519E-12	4.5810E-11
8.9235E+2	9.0978E-11	9.4880E-12	1.5124E-12	9.0324E-11
8.9258E+2	6.6171E-11	2.4591E-12	1.9229E-12	6.6514E-11
8.9258E+2	6.4057E-11	7.8547E-12	8.2884E-12	1.0311E-10
8.9299E+2	1.1624E-10	6.2497E-12	2.1407E-12	5.8739E-11
8.9325E+2	1.5286E-10	5.4889E-12	2.9939E-12	1.2314E-10
8.9322E+2	9.8770E-11	3.2698E-12	7.0166E-12	7.9443E-11
8.9363E+2	7.3557E-11	6.7939E-12	7.0962E-12	1.2880E-10
8.9383E+2	1.1337E-10	7.0947E-12	3.0465E-12	1.0162E-10
8.9399E+2	1.2386E-10	2.3987E-12	7.9073E-12	1.0565E-10
8.9413E+2	1.2113E-10	8.7822E-12	5.5880E-12	8.6017E-11
8.9432E+2	1.1469E-10	7.8898E-12	6.3585E-12	4.8525E-11
8.9477E+2	1.4593E-10	3.1131E-12	1.7359E-12	6.8658E-11
8.9476E+2	1.0342E-10	4.5361E-12	7.1172E-12	4.3545E-11
8.9519E+2	9.2654E-11	1.0929E-11	8.2152E-12	1.1316E-10
8.9522E+2	1.3103E-10	8.3591E-12	8.1768E-12	1.0598E-10
8.9541E+2	1.1567E-10	2.9343E-12	1.8134E-12	7.0666E-11
8.9587E+2	1.0274E-10	7.7724E-12	5.3560E-12	1.0631E-10
8.9586E+2	1.0105E-10	3.5056E-12	2.8113E-12	7.1191E-11
8.9608E+2	1.1653E-10	7.5976E-12	2.8116E-12	6.8488E-11
8.9628E+2	7.7244E-11	5.9866E-12	2.2468E-12	4.8525E-11
8.9672E+2	1.3184E-10	3.7054E-12	8.7997E-12	1.0598E-10
8.9682E+2	1.2973E-10	2.5977E-12	5.9085E-12	9.5206E-11
8.9695E+2	1.0656E-10	2.3326E-12	1.7359E-12	9.3648E-11
8.9727E+2	9.0720E-11	7.7334E-12	2.2462E-12	4.2290E-11
8.9745E+2	1.0449E-10	8.7042E-12	2.1819E-12	1.1064E-10
8.9773E+2	1.3263E-10	2.2686E-12	7.0571E-12	4.5810E-11
8.9780E+2	1.3921E-10	4.5854E-12	7.0793E-12	1.5694E-10
8.9818E+2	1.1624E-10	3.4661E-12	6.4958E-12	8.7700E-11
8.9844E+2	1.3760E-10	2.6815E-12	1.2709E-12	5.2211E-11
8.9854E+2	1.5615E-10	2.9945E-12	1.9347E-12	3.4377E-11
8.9876E+2	1.0952E-10	7.3020E-12	4.6929E-12	6.2641E-11
8.9900E+2	1.6034E-10	8.2012E-12	1.6532E-12	9.5495E-11
8.9929E+2	1.8217E-10	2.3096E-12	6.2273E-12	7.1987E-11
8.9929E+2	1.3464E-10	3.9634E-12	2.0171E-12	5.8446E-11
8.9957E+2	1.2360E-10	5.8995E-12	5.7877E-12	7.4406E-11
8.9998E+2	1.4086E-10	6.4062E-12	2.3069E-12	1.0723E-10
9.0007E+2	1.2375E-10	5.1688E-12	2.1427E-12	1.3929E-10
9.0006E+2	1.1079E-10	3.7864E-12	8.9099E-12	5.1357E-11
9.0038E+2	1.0021E-10	8.6322E-12	4.7229E-12	8.1244E-11
9.0051E+2	8.1924E-11	1.7452E-12	1.6944E-12	6.6047E-11
9.0034E+2	1.2186E-10	9.9844E-12	2.1524E-12	9.8840E-11
9.0054E+2	1.5030E-10	5.5252E-12	1.6903E-12	7.6063E-11
9.0037E+2	1.0732E-10	3.2212E-12	6.4364E-12	9.2218E-11
9.0036E+2	1.0809E-10	8.7305E-12	6.5857E-12	9.2420E-11
9.0021E+2	1.0937E-10	6.5497E-12	7.4554E-12	5.8199E-11
8.9973E+2	1.1784E-10	3.3551E-12	6.2102E-12	9.9403E-11
8.9961E+2	1.4069E-10	9.5012E-12	1.8938E-12	7.9920E-11
8.9896E+2	1.5694E-10	5.3590E-12	1.0844E-11	4.9334E-11
8.9840E+2	9.8984E-11	5.5889E-12	2.0790E-12	7.6862E-11
8.9796E+2	1.5130E-10	8.2157E-12	8.9538E-12	8.9092E-11
8.9725E+2	1.6147E-10	3.6978E-12	9.4288E-12	1.1411E-10
8.9622E+2	1.3974E-10	3.6770E-12	1.9355E-12	6.3241E-11
8.9544E+2	1.3399E-10	7.0102E-12	2.2649E-12	9.7004E-11
8.9459E+2	1.6920E-10	4.7575E-12	2.2058E-12	9.8301E-11
8.9336E+2	1.0980E-10	6.6399E-12	1.1617E-11	6.3241E-11
8.9224E+2	1.1102E-10	9.2051E-12	2.2257E-12	9.1178E-11
8.9121E+2	1.6883E-10	2.7236E-12	5.9118E-12	9.4581E-11
8.8984E+2	1.4030E-10	5.8563E-12	6.2751E-12	7.5900E-11
8.8838E+2	1.9520E-10	3.2344E-12	2.0211E-12	5.1268E-11
8.8704E+2	1.0312E-10	5.8033E-12	8.1319E-12	4.9840E-11
